id,商品名,slug,カテゴリ,サブカテゴリ,サイズ,価格,ステータス,説明,並び順,画像URL,在庫数,SKU,キャッチコピー,フリガナ,都道府県,市区町村,アレルギー（表示義務）,アレルギー（表示推奨）,アレルギー備考,期限種別,期限日数（日）,保管温度帯,JANコード,ケース入数,ケース入数単位,最小ロット,最小ロット単位,サンプル対応,内容量,商品タグ,対応可能数量（最大）,リードタイム,関連URL,サプライヤーID,大カテゴリ,中カテゴリ,小カテゴリ,商品コンセプト,利用シーン・おすすめ,食品表示画像,最大ロット単位,発注ケースサイズ縦 (cm),発注ケースサイズ横 (cm),発注ケースサイズ高さ (cm),発注ケース重量 (kg),国外輸出可否,販売形態,WEBサイト販売,提供可能時期,バイヤーへのメッセージ,販促ツール,関連商品ID,商品動画URL,販売事業者名,サプライヤーメール,インボイス対応,国名,価格種別,販売単位
3628129f-a6e4-420b-b632-0d32665a9c8e,イカ墨黒ラー油,イカ墨黒ラー油-1,,,,815,published,,11,https://lh3.googleusercontent.com/d/1a9TU2Uddeb1L8S72WoFcTDWDgg_8rd1L=w1600,1,c664ec86-イカ墨黒ラー油-1,イカの味を知り尽くした河太郎が、吉本興業　佐賀県住みます芸人　メタルラックとコラボして佐賀の新名物をつくりました。,イカスミクロラーユ,,,,,,,,,,,個,2,ケース,,,,,,,e1b56358-b56a-47ff-9f41-5d7f1a8e1cd0,,,,,,,,,,,,,,,,,,,,,,,,,
711b2766-3035-4a61-b22f-6afbbc5fa14a,道後ビールカレー　200g,道後ビールカレー-200g-1,,,,650,published,,12,https://lh3.googleusercontent.com/d/1Lppt9Zoi8NTzmzOLTiOWXmtKtfpxILTM=w1600,1,c664ec86-道後ビールカレー-200g-1,道後温泉のご当地カレー「道後ビールカレー」。,ドウゴビールカレー　200g,,,"小麦, 乳","牛肉, さけ, 大豆, 鶏肉, バナナ, 豚肉, りんご, ゼラチン",本品製造工場では、卵・えび・かに・落花生・くるみ・カシューナッツを含む製品を生産しております。,賞味期限,730,,,,個,1,ケース,,,ギフト対応,,3営業日,,ca519b19-219e-4f12-aa24-c9519bb3d313,,,,,,,,,,,,,,,,,,,,,,,,,
a151aeea-e171-42d4-a9f0-a75b08c0289d,箱根山麓豚の旨辛ポークカレー,箱根山麓豚の旨辛ポークカレー-1,,,,718,published,,13,,1,c664ec86-箱根山麓豚の旨辛ポークカレー-1,箱根山麓のご当地ポークと中辛ルウの絶妙ハーモニー,ハコネサンロクトンノウマカラポークカレー,,,小麦,"牛肉, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,730,,,,個,1,ケース,,,国産原料,,5営業日,,d17ea8d5-2cac-4c11-b7fa-99e4a76d79a3,,,,,,,,,,,,,,,,,,,,,,,,,
43e41785-883f-47a5-ac03-90f52a21f8e3,国産牛スジ山形の芋煮,国産牛スジ山形の芋煮-1,,,,650,published,,14,https://lh3.googleusercontent.com/d/1JQQrn6q_1swAw0ZjdWQG0zzXlNrPnp9B=w1600,1,c664ec86-国産牛スジ山形の芋煮-1,山形の郷土料理、ごろごろ入った 具材がうれしい本場の味、山形の芋煮,コクサンギュウスジヤマガタノイモニ,,,小麦,"牛肉, 大豆",本製品の製造ラインでは、えび、かに、小麦、そば、卵、乳、いか、牛肉、ごま、さけ、さば、大豆、鶏肉、バナナ、豚肉、りんご、ゼラチンを含む製品を生産しています。,賞味期限,365,,,,個,50,個,,,"こだわり製法, 手作り, ギフト対応, まとめ買い対応, ふるさと納税返礼品",,５営業日,,9c49f8cd-3ae7-4472-80a3-c18884ba3dfa,,,,,,,,,,,,,,,,,,,,,,,,,
1048ff61-5aba-45c9-acf5-ab1692d125f1,ウッドアイランド よこすか海軍カレー,ウッドアイランド-よこすか海軍カレー-1,,,,550,published,,15,https://lh3.googleusercontent.com/d/1MK3gjJDaDE8wT6LyPHoDjW7U9QSV_1M9=w1600,1,c664ec86-ウッドアイランド-よこすか海軍カレー-1,「カレーの街よこすか」の人気店コンテスト第1 位！ウッドアイランドが手掛ける「昔懐かしの味」よこすか海軍カレー,ウッドアイランドヨコスカカイグンカレー,,,小麦,"牛肉, 大豆, 鶏肉, りんご, ゼラチン",,賞味期限,730,,,,個,5,ケース,,,,,3営業日,,0897e295-ca16-4a8c-9567-92f86a88eea5,,,,,,,,,,,,,,,,,,,,,,,,,
eb16852a-0776-4a2a-9f43-d4b52bbcea92,ほぐし飯の素　鯵の開き（国産）,ほぐし飯の素-鯵の開き-国産-1,,,,832,published,,16,,1,c664ec86-ほぐし飯の素-鯵の開き-国産-1,千葉県のハクダイ食品の匠の鯵を使用,ホグシメシノモトアジノヒラキ,,,小麦,"さば, 大豆",,賞味期限,150,,,,個,2,ケース,,,"こだわり製法, 職人仕上げ",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,,,,,,,,,,,,,,,,,,,,,,,,,
3270ece9-eaa7-4704-8bab-bd1f69100464,米沢牛牛丼の具,米沢牛牛丼の具-1,,,,900,published,,17,https://lh3.googleusercontent.com/d/1WFP2E0MSfA38bJqVDnCgGhEhnN95rzQc=w1600,1,c664ec86-米沢牛牛丼の具-1,日本三大和牛の一つ米沢牛を 贅沢に使用した牛丼の具,ヨネザワギュウギュウドンノグ,,,小麦,"牛肉, 大豆, マカダミアナッツ",本製品の製造ラインでは、えび、かに、小麦、そば、卵、乳、いか、牛肉、ごま、さけ、さば、大豆、鶏肉、バナナ、豚肉、りんご、ゼラチンを含む製品を生産しています。,賞味期限,365,,,,個,50,個,,,"無添加, 国産原料, こだわり製法, 手作り, 職人仕上げ, ギフト対応, まとめ買い対応, ふるさと納税返礼品",,５営業日,,9c49f8cd-3ae7-4472-80a3-c18884ba3dfa,,,,,,,,,,,,,,,,,,,,,,,,,
2f4016b7-a2ae-4719-bce5-a8d2186e023d,天空キッチン 猪豚キーマカレートマト風味,天空キッチン-猪豚キーマカレートマト風味-1,,,,700,published,,18,,1,c664ec86-天空キッチン-猪豚キーマカレートマト風味-1,希少な『上野村特産いのぶた』をたっぷり使ったキーマカレー。,テンクウキッチン　イノブタキーマカレートマトフウミ,,,小麦,"牛肉, 大豆, 鶏肉, 豚肉, りんご",,賞味期限,720,,,,個,2,ケース,,,,,7営業日,,2fc7edb4-ef6b-4e9d-9798-bd104de7b72c,,,,,,,,,,,,,,,,,,,,,,,,,
1b50d655-4051-4dd3-973b-81857f987e34,大山どりのチキンジャーキー,大山どりのチキンジャーキー-1,,,,600,published,,19,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/60328ea9-4903-4276-92e4-6fc34f1417bc/1778429267564-m3fazy.jpeg,1,c664ec86-大山どりのチキンジャーキー-1,うま味調味料不使用。原材料は【鶏肉・塩・こしょう】のシンプルな素材,ダイセンドリノチキンジャーキー,,,,鶏肉,,賞味期限,180,,,,個,1,ケース,,,"無添加, 保存料不使用",,3営業日,,deeaa6a8-914e-4953-8525-dc3b726c5d4b,,,,,,,,,,,,,,,,,,,,,,,,,
909cdbd9-69e4-4e62-86f0-ed716b27df64,AWAODORILAB 阿波尾鶏グリーンカレー,awaodorilab-阿波尾鶏グリーンカレー-1,,,,600,published,,20,,1,c664ec86-awaodorilab-阿波尾鶏グリーンカレー-1,徳島県産地鶏・阿波尾鶏の旨みやスパイスの刺激的な辛み、ココナッツミルクのまろやかな味わいを楽しめるタイの伝統的なカレーです。,アワオドリラボワアワオドリグリーンカレー,,,"えび, 乳",鶏肉,,賞味期限,545,,,,P,1,ケース,,,"国産原料, ふるさと納税返礼品",,2～3営業日,,479dad53-3d24-49b4-8bb1-1ed2ba05b584,,,,,,,,,,,,,,,,,,,,,,,,,
8b11ffbe-df5b-42e7-a187-cf22c9798888,ころころチキンキーマカレー,ころころチキンキーマカレー-1,,,,809,published,,21,,1,c664ec86-ころころチキンキーマカレー-1,岡山県産親鳥と独自のスパイス調合のキーマカレーです。,コロコロチキンキーマカレー,,,"小麦, 乳","大豆, バナナ, 豚肉",本品製造ラインでは乳成分、小麦、落花生、えび、かに、牛肉、鶏肉、豚肉、ゼラチン、大豆、やまいも、バナナ、もも、ごま、りんご、いか、さけ、さばを含む製品を製造しています。,賞味期限,730,,,,個,2,ケース,,,"国産原料, こだわり製法",,3営業日,,46f40ee0-5e7c-43ee-be33-09c0f150b91c,,,,,,,,,,,,,,,,,,,,,,,,,
8f8d4a35-fa8e-41f3-a38e-41e15508ff6b,牡蠣の佃煮,牡蠣の佃煮-1,,,,900,published,,22,https://lh3.googleusercontent.com/d/1LHONedPD_CVUI6tE9P7YmNqYcT_EKtfI=w1600,1,c664ec86-牡蠣の佃煮-1,広島県産のかきを醤油ベースのタレで炊き、甘辛い佃煮に仕上げました。,カキノツクダニ,,,小麦,"ごま, 大豆",,賞味期限,180,,,,個,20,個,,,国産原料,,２営業日,,031d73dc-fc99-46cf-a199-ea598bb3d361,,,,,,,,,,,,,,,,,,,,,,,,,
08385ce9-2f4c-4c71-99c4-112e4bead7b9,山形県産黒毛和牛極旨牛すき丼の素,山形県産黒毛和牛極旨牛すき丼の素-1,,,,650,published,,23,https://lh3.googleusercontent.com/d/13CELFJrJo8A59HsdOhFC3I0m-NAWv8B4=w1600,1,c664ec86-山形県産黒毛和牛極旨牛すき丼の素-1,創業170余年煮炊きの老舗 熟練の職人が丁寧に炊き上げた逸品,ヤマガタケンサンクロゲワギュウゴクウマギュウスキドンノモト,,,"小麦, 乳","牛肉, 大豆, りんご",本製品の製造ラインでは、えび、かに、小麦、そば、卵、乳、いか、牛肉、ごま、さけ、さば、大豆、鶏肉、バナナ、豚肉、りんご、ゼラチンを含む製品を生産しています。,賞味期限,60,,,,個,50,個,,,"無添加, 国産原料, こだわり製法, 手作り, 職人仕上げ, ギフト対応, まとめ買い対応, ふるさと納税返礼品",,５営業日以内,,9c49f8cd-3ae7-4472-80a3-c18884ba3dfa,,,,,,,,,,,,,,,,,,,,,,,,,
7ff0d167-deed-4623-a57d-f9cbee016274,ほろ酔いカレー　チキン,ほろ酔いカレー-チキン-1,,,,832,published,,24,,1,c664ec86-ほろ酔いカレー-チキン-1,甲州ワインの風味を存分に味わえるカレー,ホロヨイカレーチキン,,,"小麦, 乳","大豆, 鶏肉",,賞味期限,360,,,,個,2,ケース,,,"こだわり製法, 職人仕上げ",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,,,,,,,,,,,,,,,,,,,,,,,,,
4bd447e9-cdc2-45c0-a19d-1e0eb6e66971,米沢牛 ビーフカレー,米沢牛-ビーフカレー-1,,,,1300,published,,25,https://lh3.googleusercontent.com/d/1Pa-sVTnrFoBukQrT6wWREn4Xm4VOMBcN=w1600,1,c664ec86-米沢牛-ビーフカレー-1,最高の素材を手間暇を惜しまず作り上げた味自慢のカレー！,ヨネザワギュウビーフカレー,,,"小麦, 乳","牛肉, 大豆, 鶏肉, バナナ, 豚肉, りんご, ゼラチン",,賞味期限,365,,,,個,1,ケース,,,"こだわり製法, 手作り, ギフト対応, まとめ買い対応, ふるさと納税返礼品",,5営業日,,9c49f8cd-3ae7-4472-80a3-c18884ba3dfa,,,,,,,,,,,,,,,,,,,,,,,,,
3c223684-5734-4d4b-9015-431c14742b8d,横須賀海自カレー 試験艦あすかカレー,横須賀海自カレー-試験艦あすかカレー-1,,,,600,published,,26,https://lh3.googleusercontent.com/d/1L2Hr6DoOSBHWMumFqrobPZFx_GcXVwoI=w1600,1,c664ec86-横須賀海自カレー-試験艦あすかカレー-1,自衛隊の協力のもと、各艦の給養員長から提供していただいたレシピを地元のカレー店が忠実に再現した「横須賀海上自衛隊カレー」。,ヨコスカカイジカレーシケンカンアスカカレー,,,"小麦, 乳","牛肉, 大豆, 鶏肉, 豚肉, もも, りんご",,賞味期限,730,,,,個,2,ケース,,,,,3営業日,,c0204dcb-ed2c-4fdb-bad5-2b7ad917d128,,,,,,,,,,,,,,,,,,,,,,,,,
9e577f8a-7efc-45fd-8a16-be60d9821b6f,ほぐし飯の素　さばめし,ほぐし飯の素-さばめし-1,,,,1111,published,,27,,1,c664ec86-ほぐし飯の素-さばめし-1,焼津冷蔵こだわりのさばを使用した炊き込みご飯,ホグシメシノモトサバメシ,,,小麦,"ごま, 大豆",,賞味期限,150,,,,個,2,ケース,,,"こだわり製法, 職人仕上げ",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,,,,,,,,,,,,,,,,,,,,,,,,,
c739b618-3c9b-43a0-830b-f4d90059dd03,よこすか海軍カレー,よこすか海軍カレー-1,,,,485,published,,28,https://lh3.googleusercontent.com/d/1Xf1wRzr791phCpRM3MtHaV_wkWjLcMt4=w1600,1,c664ec86-よこすか海軍カレー-1,これぞヨコスカの味！ビーフとゴロっと野菜がたっぷり入った『よこすか海軍カレー』,ヨコスカカイグンカレー,,,"小麦, 乳","牛肉, 大豆, 豚肉, りんご",本品の製造工場では、えび、かに、卵、落下生、くるみを含む製品を製造しています。j,賞味期限,730,,,,個,3,ケース,,,,,3営業日,,0897e295-ca16-4a8c-9567-92f86a88eea5,,,,,,,,,,,,,,,,,,,,,,,,,
b0d101f2-2499-4a8d-a778-ae50e53c47c5,ほろ酔いカレー　ビーフ,ほろ酔いカレー-ビーフ-1,,,,832,published,,29,,1,c664ec86-ほろ酔いカレー-ビーフ-1,甲州ワインの風味が味わえるカレー,ホロヨイカレービーフ,,,"小麦, 乳","牛肉, 大豆",,賞味期限,360,,,,個,2,ケース,,,"こだわり製法, 職人仕上げ",,５営業日,,4d2fa24f-0982-4e62-922b-faaae1034106,,,,,,,,,,,,,,,,,,,,,,,,,
f0b5c869-ec93-413c-bf91-6308a12b39d6,大分県産椎茸袋詰120g,大分県産袋詰120g-1,,,,0,published,,30,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/500f568e-b4a3-4a64-9afd-03b40bc98423/1778426188691-6ma8rn.jpeg,1,c664ec86-大分県産袋詰120g-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07266569-03e5-41ab-a780-02172cf005bf,大分県産不揃い40g,大分県産不揃い40g-1,,,,0,published,,31,,1,c664ec86-大分県産不揃い40g-1,,,,,,,,賞味期限,365,,,,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
2460b045-4c25-40f1-9fe5-a919dfab63d3,イギリス風カレー,イギリス風カレー-1,,,,0,published,,32,,1,c664ec86-イギリス風カレー-1,,,,,,,,賞味期限,730,,,,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,,,,,,
398a57b1-4a68-4d13-b68f-cb91213a6c6a,函館カレー辛口,函館カレー辛口-1,,,,0,published,,33,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/03c1672f-edd5-4930-b18c-18a45fa6771c/1779022933614-coy1of.jpeg,1,c664ec86-函館カレー辛口-1,,,,,,,,賞味期限,730,,,,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,,,,,,
96800154-0d73-43dc-a2ef-b207a9631f68,五島軒ハヤシビーフ,五島軒ハヤシビーフ-1,,,,0,published,,34,,1,c664ec86-五島軒ハヤシビーフ-1,,,,,,,,賞味期限,730,,,,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,,,,,,
4fbdd37c-20b7-48b9-83e0-f761870d7969,函館港町カレー,函館港町カレー-1,,,,0,published,,35,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/303e9756-55c2-4d80-a97f-cd847bac3576/1779023049946-b1xb8f.jpeg,1,c664ec86-函館港町カレー-1,,,,,,,,賞味期限,730,,,,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,,,,,,
e1be9400-0b4f-4660-8f1f-d7073f82729c,椎茸と玉ねぎのドレッシング,椎茸と玉ねぎのドレッシング-1,,,,0,published,,36,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/23a493ce-af14-416e-a9c8-f30070c8026a/1779026637598-uoexj6.jpeg,1,c664ec86-椎茸と玉ねぎのドレッシング-1,,,,,,,,賞味期限,365,,,,,,,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
7ab647e1-f416-4590-ab20-6db7405b8087,激辛い函館カレー,激辛い函館カレー-1,,,,0,published,,37,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/869676c2-5501-494b-9b76-3c3bc37c510a/1779025575771-ilwwq6.jpeg,1,c664ec86-激辛い函館カレー-1,,,,,,,,賞味期限,730,,,,,,,,,,,,,d36c4392-db61-4052-be84-69a1e25f1fc0,,,,,,,,,,,,,,,,,,,,,,,,,
61b6c65f-3385-4c18-88b2-3404f61c8f5e,香ばしいUMAMI椎茸パウダー,香ばしいumami椎茸パウダー-1,,,,0,published,,38,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/7384bb16-1ad0-4b38-a8b8-5154df33dd1d/1779026298905-7oe7y5.jpeg,1,c664ec86-香ばしいumami椎茸パウダー-1,,,,,,,,賞味期限,365,,,,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
72a8d468-f489-4211-8972-5f183332465d,万能椎茸だし,万能椎茸だし-1,,,,0,published,,39,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/4e9aaf37-7001-4ff9-bf57-b52c7c707e49/1779026543308-1wh3wr.JPG,1,c664ec86-万能椎茸だし-1,,,,,,,,賞味期限,365,,,,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
b79322a4-407c-4be9-ab6f-72c1ba821b18,しいたけ農家のクリームパスタソース,しいたけ農家のクリームパスタソース-1,,,,0,published,,40,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/6cb33d2f-27e6-4964-8066-12fac1bbe7fe/1779031652340-vml9aa.jpeg,1,c664ec86-しいたけ農家のクリームパスタソース-1,,,,,,,,賞味期限,540,,,,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
c962d78c-4f4a-4095-97d1-e17c8a3a5c62,椎茸かぼすペッパー,椎茸かぼすペッパー-1,,,,0,published,,41,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/6bb30e93-4636-435f-a760-04c11d185590/1779026216190-jbeoae.jpeg,1,c664ec86-椎茸かぼすペッパー-1,,,,,,,,賞味期限,365,,,,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
4218cba5-95a2-457f-8fb7-4877b34bd259,椎茸かぼす塩,椎茸かぼす塩-1,,,,0,published,,42,https://mvedkgtujsuctaemfnij.supabase.co/storage/v1/object/public/products/17abb448-231d-429c-8c67-431355046555/1779026069210-poh934.jpeg,1,c664ec86-椎茸かぼす塩-1,,,,,,,,賞味期限,365,,,,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
92c8f036-dc60-42d3-a8e2-091483642139,大分県産うまみ冬50g,大分県産うまみ冬50g-1,,,,0,published,,43,,1,c664ec86-大分県産うまみ冬50g-1,,,,,,,,賞味期限,365,,,,個,1,ケース,,,,,3営業日,,48946663-090e-4bd9-8cef-949b2ffd6e76,,,,,,,,,,,,,,,,,,,,,,,,,
